fractions	000021236	000001
fracture	000002556	000011
fragment	111233633	000100
fragmentation	011235777	000111
fragments	322556444	001101
frame	133122347	000001
framework	000111237	000001
free	012234458	000011
freedom	013235558	000111
freezing	000134566	000111
frenkel	000113633	000010
frequencies	121223247	000001
frequency	121234568	000111
friction	000002447	000011
from	122234568	000011
front	000013776	000011
fronts	000002464	000010
frustrated	000003357	000011
frustration	000001247	000001
full	000001247	000001
fullerene	000002456	000011
fullerenes	000004445	000001
fully	000113546	000011
function	233357778	000111
functional	000011237	000001
functionals	000012336	000001
functions	243346777	000111
fundamental	110123457	000011
further	433433333	000000
fusion	003556467	001111
future	000002366	000011
g	333344567	000011
ga	000147656	000111
gaas	000168644	000110
gadolinium	242012212	000000
gain	000125556	000111
galactic	100111237	000001
gallium	731126533	100100
gamma	674231125	110001
gamow	001454555	000111
gan	000000476	000011
gap	011135567	000111
gaps	000023457	000011
garnet	542233223	100000
gas	111234568	000111
gasb	222133532	000010
gaseous	455543333	111000
gases	211111248	000001
gate	000000148	000001
gates	000000057	000001
gauge	026555677	011111
gauss	000000026	000001
gaussian	000022457	000011
gd	123235666	000111
ge	122257678	000111
gel	000023644	000110
gels	000014466	000011
general	233445678	000111
generalization	122234445	000101
generalized	111125568	000111
generated	000012237	000001
generating	000112246	000001
generation	000123468	000011
generic	000001346	000001
geometric	000012358	000011
geometrical	000133547	000011
geometries	001123455	000011
geometry	001134568	000011
germanium	764456433	111100
gev	477433345	110001
ghost	010001125	000001
giant	113335777	000111
ginzburg	101115665	000111
glass	001235678	000111
glasses	002566677	001111
glassy	000132466	000011
glauber	036313222	010000
global	000023467	000011
globally	000002332	000000
glueball	000341434	001000
gluon	001134457	000111
gold	221123358	000011
goldstone	343244554	000111
gordon	002553424	001000
gpa	000034444	000111
gradient	012235647	000111
gradients	211224345	000001
grain	000024577	000111
grains	000001253	000010
grand	000524233	000000
granular	000001478	000011
graphene	000000004	000001
graphite	002575345	001101
graphs	010001167	000011
grating	000123447	000011
gratings	000012566	000011
gravitating	000001263	000010
gravitation	036423112	010000
gravitational	011112447	000011
gravity	000012236	000001
grazing	000023566	000011
green	122334447	000111
gross	001011355	000011
ground	122234557	000111
group	124434677	000111
growing	000022356	000011
grown	000026667	000111
growth	000036876	000111
guided	000013367	000011
h	343577877	001111
haas	432122233	100000
hadron	022223447	000011
hadronic	025235667	010111
hadrons	246212224	010001
haldane	000004753	000110
half	010011346	000001
halide	522324321	000000
halides	666343210	110000
hall	000024558	000111
halo	000002876	000011
hamiltonian	112466777	001111
hamiltonians	001233444	000001
handed	000000046	000001
hard	110023467	000011
harmonic	110124568	000111
harmonics	001102556	000011
hartree	354455556	011111
hawking	000000325	000001
hcp	134445556	001111
hd	113143344	000101
he	576665655	111111
heat	233355668	000111
heated	013233454	000011
heating	033234458	000011
heavily	122645554	001110
heavy	013467777	001111
heisenberg	122236677	000111
helical	000111258	000001
helicity	141112346	000001
helium	774345555	110111
heliumlike	011135321	000100
hermitian	000012334	000001
heterogeneous	000001347	000001
heterojunctions	000074322	000100
heterostructure	000035533	000100
heterostructures	000035546	000111
heusler	000000027	000001
hexagonal	111113356	000011
hf	153225346	000111
hg	234466633	001100
hidden	000001226	000001
hierarchical	000143457	000011
hierarchy	000122257	000001
higgs	000123357	000011
high	122245678	000111
higher	121233468	000011
highly	011234666	000111
ho	211144446	000101
hole	011124568	000111
holes	000013567	000011
hollow	000002554	000010
holographic	000000125	000001
holography	000001243	000000
holstein	000001546	000011
homogeneous	011223566	000011
hopping	011136565	000111
horizon	000001345	000001
host	002021244	000000
hot	011157766	000111
how	001012357	000011
hubbard	000027647	000111
hybrid	000111236	000001
hybridization	000133346	000001
hydride	033443546	000011
hydrides	013533354	000010
hydrodynamic	011122456	000011
hydrodynamics	000122235	000001
hydrogen	233568777	001111
hydrogenated	000478754	001110
hydrogenic	111545212	001100
hydrogenlike	012234443	000000
hydrostatic	121245645	000111
hyperfine	674434446	110011
hypernuclei	201133464	000010
hyperon	531221354	100010
hyperspherical	011225653	000110
hypothesis	443111425	000001
hysteresis	000002355	000011
i	665456455	111111
ice	000001235	000001
icosahedral	000064453	000110
ideal	101314768	000111
identical	110115645	000111
identification	011223546	000011
ii	665456555	111111
iii	465455566	111111
image	000235475	000011
images	000023655	000011
imaging	000001247	000001
impact	132234447	000111
impedance	210123558	000011
implanted	044367765	010111
implementation	000000056	000001
implications	111123458	000011
importance	011223456	000011
improved	011122357	000011
impulse	133554233	001000
impurities	334445667	001111
impurity	333346768	000111
in	122235678	000111
inas	000002465	000011
incidence	001023456	000011
incident	537534336	011001
inclusion	023124544	000011
inclusive	045322333	010000
incoherent	110112346	000011
incommensurate	001474544	001110
independent	112123467	000011
index	000011246	000001
indirect	223265556	001111
indium	562324556	100111
individual	000001247	000001
induced	011123468	000011
inelastic	475645558	111111
inequalities	010001154	000001
inequality	000011236	000001
inertia	141213466	000011
inertial	000112446	000001
infinite	442457677	000111
inflation	000012457	000011
inflationary	000122375	000011
influence	011123567	000011
information	000011378	000011
infrared	333456767	001111
inhomogeneities	000012257	000001
inhomogeneity	000001236	000001
inhomogeneous	001123557	000011
initial	000134567	000111
initio	000012358	000011
injection	001011257	000011
inner	123545456	001111
inp	000257755	000111
insb	662243323	100000
inside	000001137	000001
instabilities	011134567	000111
instability	011234577	000111
instanton	001112674	000011
instantons	002213654	000010
insulating	000013457	000011
insulator	000012457	000011
insulators	111022347	000001
integer	000013644	000011
integrable	000125543	000110
integral	122367665	001111
integrals	023465544	001110
integration	012434557	000111
intense	011124467	000011
intensities	254454455	011111
intensity	121235667	000111
interacting	000123467	000011
interaction	222234568	000111
interactions	233234468	000111
interatomic	111135546	000111
interband	422236645	000111
intercalated	001443323	001000
intercalation	000464321	001000
interface	000145567	000111
interfaces	000135557	000111
interfacial	000035567	000111
interference	111123567	000011
interferometer	000001237	000001
interferometers	000001047	000001
interferometric	000001255	000011
interferometry	000012367	000011
interlayer	000013776	000111
intermediate	234566676	001111
intermetallic	333336565	000111
intermittency	000015654	000110
intermittent	000112436	000001
intermolecular	110012334	000001
internal	333134576	000111
interplay	000000247	000001
interpretation	344476656	011111
interstitial	122224456	000011
intersubband	000036564	000111
intrinsic	000012346	000001
invariance	453243545	100011
invariant	022235657	000111
inverse	011246567	000111
inversion	013335666	000111
investigated	000002247	000001
investigation	121234458	000011
investigations	122225576	000111
involving	332333455	000011
iodine	243234423	000100
ion	123456777	001111
ionic	223545766	001111
ionization	123467778	001111
ionized	555455533	111110
ions	334567776	001111
ir	110112346	000001
iron	111111114	000000
irradiated	423343556	000111
irradiation	211224566	000011
irreversibility	000005342	000000
irreversible	101225656	000111
is	011213466	000011
ising	012465667	001111
island	000002455	000011
islands	000001456	000011
isobaric	551221111	100000
isoelectronic	135464333	011100
isolated	001133477	000011
isomer	455433366	110011
isomeric	232213327	000001
isomers	132113356	000011
isoscalar	003342452	000010
isospin	133323347	000001
isotope	322225666	000111
isotopes	564444546	110111
