word,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009
associated,0,16,25,20,8,0,33,20,33,20,12,29,8,25,8,25,4,37,25,8,45,41,37,25,33,50,16,20,50,54,54,33,45,20,41,37,62,41,83,33,83,100,70,83,87
astrophysical,0,0,3,3,6,6,6,0,3,6,0,9,6,6,0,9,6,3,3,9,6,12,9,22,16,6,12,12,16,32,29,19,12,29,19,51,29,45,70,41,38,70,100,64,64
asymmetric,5,4,0,3,1,6,0,5,4,10,3,2,2,4,9,8,8,8,8,8,16,11,18,19,17,18,27,37,39,41,33,35,34,49,40,45,67,50,68,83,94,75,100,74,90
asymmetries,2,0,2,5,2,5,2,7,7,5,13,5,2,10,18,15,15,7,7,5,10,21,21,18,5,21,26,21,23,21,18,26,44,39,55,47,28,55,68,76,100,73,44,84,36
asymmetry,9,0,1,12,9,12,10,20,7,1,20,7,10,7,7,10,20,20,12,29,18,20,27,30,18,32,21,27,49,32,33,46,40,43,40,52,69,69,46,72,92,81,96,92,100
asymptotic,0,3,21,68,62,62,43,37,65,59,68,50,37,50,40,53,18,28,37,25,0,15,37,37,40,31,34,68,59,53,81,31,78,40,93,56,59,68,100,28,93,78,34,75,59
asymptotically,0,0,0,0,15,23,0,7,7,100,53,53,38,76,69,15,7,30,23,30,15,15,15,7,30,30,0,7,15,46,38,23,30,38,38,53,38,61,30,53,53,30,46,46,69
atmospheric,8,0,0,4,0,0,8,8,0,0,0,8,0,4,4,8,4,0,12,4,8,8,0,20,8,4,25,33,20,25,37,25,29,70,100,87,58,58,54,66,45,41,66,37,58
atom,0,3,11,8,14,11,15,20,21,13,11,10,12,12,14,21,18,22,24,29,35,41,38,37,47,40,35,48,50,63,61,62,69,76,69,74,81,66,66,69,77,80,100,97,94
atomic,0,4,5,12,14,14,16,12,14,17,9,15,21,18,18,18,19,21,25,23,26,35,29,47,39,47,44,55,53,67,64,63,67,61,69,71,75,86,78,84,94,82,87,100,95
atomistic,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,14,9,9,7,2,14,9,9,17,14,12,17,29,21,36,53,41,39,73,100,82,70,80
atoms,0,8,9,16,21,20,19,26,19,19,17,17,18,23,19,23,28,24,26,21,32,38,35,34,43,41,49,54,53,62,70,73,60,57,66,70,55,64,82,82,82,95,100,94,85
attachment,7,15,38,53,46,7,15,15,7,7,0,0,15,15,7,0,23,7,0,23,38,23,23,23,23,38,15,7,46,15,38,38,46,46,69,15,69,61,53,53,46,100,76,69,53
attenuation,53,60,82,100,82,60,78,57,71,71,53,35,28,32,21,32,28,21,17,14,39,57,28,46,57,21,10,28,0,10,10,14,0,21,25,10,7,28,14,21,17,17,28,25,28
attosecond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,7,10,10,5,17,12,20,41,76,66,66,53,100
attraction,0,0,0,6,6,0,0,0,0,6,0,6,0,0,6,0,12,0,6,6,6,18,6,0,25,12,25,31,25,37,31,37,18,18,37,50,87,81,25,75,68,100,75,62,50
attractive,0,0,0,0,0,5,0,2,2,0,2,0,2,5,0,2,2,2,8,5,0,10,10,5,10,10,24,35,21,35,27,35,24,40,48,45,72,67,51,72,81,78,56,100,48
attractor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,40,20,70,40,30,50,70,30,70,60,90,40,20,100,50,60,50,60,70,80,70,100,80,50,50,90
attractors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,11,23,29,29,29,58,47,70,41,41,41,41,35,41,64,100,58,29,35,82,52,52,58,58,35,23,29,47
au,1,0,2,1,0,8,4,8,14,10,12,12,1,4,7,10,5,5,17,17,18,21,32,28,24,36,32,38,38,33,63,47,46,51,48,50,71,75,67,71,89,84,100,66,69
auger,4,6,0,12,2,14,18,22,30,36,28,28,50,36,34,50,58,46,48,62,60,62,56,62,68,56,52,82,80,100,58,56,50,60,64,46,52,36,62,40,48,40,34,66,44
augmented,20,30,30,50,100,50,20,10,20,10,20,20,20,50,50,40,80,0,40,30,40,70,50,20,30,50,30,50,80,60,20,10,50,40,60,50,60,10,20,50,60,90,40,50,60
autocorrelation,0,0,12,12,12,62,0,50,50,50,37,37,25,25,25,50,62,37,62,12,50,50,37,12,50,75,37,50,37,25,75,37,12,25,50,25,50,62,12,75,25,100,75,25,50
autoionization,11,0,17,0,11,35,23,58,35,58,41,35,29,29,23,47,29,76,76,52,58,100,94,70,58,82,64,29,94,100,52,58,29,11,52,35,5,11,11,17,29,29,11,17,0
autoionizing,13,0,0,13,6,13,0,20,33,20,46,13,40,20,40,13,20,26,93,66,86,53,86,86,46,93,100,53,33,93,53,40,40,53,46,46,53,33,26,13,6,26,33,33,6
automata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,33,16,25,50,41,58,33,58,75,66,25,75,50,66,25,41,41,100,58,50,50,33,50,16
avalanches,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,28,38,57,100,38,38,42,28,42,61,42,33,28,52,47,57,28,52
average,0,16,8,16,0,41,41,16,16,50,8,41,50,16,41,25,66,66,16,33,50,33,41,8,50,33,50,25,66,66,33,100,100,100,50,16,91,83,58,83,66,66,83,91,75
avoiding,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,13,6,46,73,86,46,40,46,66,100,33,66,60,60,53,40,40,40,26,26,33,53,40,20,33,40,33,53,53
axial,13,65,48,82,34,27,17,10,62,24,10,3,6,20,27,10,44,27,17,20,65,6,10,0,27,6,72,65,51,55,6,34,34,44,72,27,20,55,37,44,37,65,68,96,100
axion,0,0,0,0,0,0,0,0,0,0,0,0,0,25,41,0,41,66,41,33,66,75,50,33,66,58,66,8,50,100,50,75,50,41,50,50,33,33,33,66,75,58,58,91,83
axis,2,5,0,2,2,0,5,2,0,5,7,0,0,7,10,0,7,0,13,5,18,5,23,23,31,18,13,39,52,76,68,100,50,84,55,73,78,50,71,44,55,63,28,42,44
axisymmetric,0,0,7,0,0,7,15,0,0,30,15,23,7,15,15,0,0,7,30,7,30,38,7,7,15,7,38,38,69,53,38,30,23,30,23,7,23,100,38,38,69,46,61,92,76
azimuthal,0,6,0,0,0,0,6,6,12,12,6,0,0,31,12,12,25,6,0,18,0,6,6,12,12,12,12,37,56,25,25,43,31,25,12,18,50,43,43,62,75,56,100,93,50
b,3,3,1,3,1,2,1,0,2,7,4,4,3,4,8,8,6,11,14,11,13,15,16,16,21,24,21,23,29,34,44,52,55,62,57,56,68,81,76,93,100,98,87,89,72
ba,0,4,3,6,7,3,4,4,3,6,1,6,6,5,1,9,6,9,8,9,7,16,100,93,75,60,58,51,65,54,54,48,38,45,47,45,42,43,32,46,46,48,40,51,79
background,0,1,11,2,4,4,5,11,5,0,7,10,8,7,10,11,5,10,20,14,21,23,11,24,20,23,21,23,43,39,43,43,60,56,75,65,79,82,86,69,75,100,82,79,79
backgrounds,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,15,5,10,0,5,15,5,0,26,21,26,26,42,42,42,52,47,47,36,31,31,52,68,100,36
backscattering,0,6,6,0,13,0,0,13,26,20,20,33,13,20,13,20,20,6,6,20,20,26,66,60,40,40,66,53,73,53,66,86,80,40,53,53,40,33,86,60,100,93,46,60,40
backward,5,23,70,100,82,58,58,58,35,58,41,17,29,41,58,35,23,35,47,29,23,35,35,0,35,35,23,41,5,11,29,11,17,35,47,23,29,76,23,35,47,58,64,88,64
bag,0,0,0,0,0,0,0,0,0,3,22,40,25,25,40,37,55,37,100,88,88,62,37,40,33,18,11,18,7,7,3,14,18,0,11,0,3,11,0,14,11,7,3,11,7
balance,0,0,6,0,0,0,6,0,6,13,0,0,0,6,6,6,0,13,20,13,20,26,60,33,53,26,6,20,33,46,46,40,40,40,40,73,26,100,53,60,60,26,53,60,73
ballistic,2,0,0,0,0,2,0,4,0,0,4,0,9,2,9,2,2,4,6,11,9,11,11,25,34,52,54,59,63,81,95,97,59,86,72,63,77,100,68,77,97,88,88,95,70
band,0,2,3,10,14,28,18,21,22,22,17,12,19,19,24,22,27,17,29,21,37,36,49,76,64,77,64,66,86,91,88,73,76,79,75,60,69,82,65,85,93,97,89,100,97
bands,0,2,2,8,30,43,28,47,41,30,28,32,19,13,28,15,28,17,26,32,17,15,32,26,36,43,39,56,52,60,73,67,84,100,54,30,58,56,52,41,34,41,60,47,58
bandwidth,0,0,0,6,0,0,0,0,6,0,0,6,18,6,18,0,50,6,6,12,18,6,6,43,18,18,25,25,31,25,18,31,43,31,25,31,6,25,56,43,43,93,100,56,37
bang,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,21,0,10,0,0,0,5,0,21,0,15,5,26,26,31,31,42,68,31,63,100,52,47,31,89,84,52,78
bare,0,0,0,0,11,0,22,0,22,22,22,11,11,44,22,33,22,44,22,55,77,33,0,33,22,44,33,55,77,77,88,100,66,88,0,22,44,77,22,66,77,55,66,77,33
barium,4,4,18,18,18,13,4,9,4,13,9,0,18,18,22,36,27,31,13,22,50,36,36,36,59,81,54,36,77,100,72,54,40,45,18,13,31,27,22,31,45,36,27,4,40
barrier,1,0,0,0,2,2,3,7,8,10,10,12,10,10,3,12,5,16,11,25,20,20,41,38,60,71,73,69,93,89,100,62,55,61,44,66,60,80,56,61,84,74,79,73,69
barriers,0,6,10,13,10,6,0,6,17,3,17,10,6,13,0,3,3,31,13,17,17,37,17,41,34,31,51,41,41,58,79,86,27,65,51,58,68,68,48,72,55,62,86,86,100
baryogenesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,14,7,14,0,14,50,42,21,35,50,71,78,42,78,21,64,100,50,85,71,64,57,42,42
baryon,58,52,67,63,49,30,20,14,23,12,5,0,16,7,29,25,16,34,30,23,14,16,27,20,38,32,29,29,25,40,49,41,40,49,40,60,45,67,65,92,67,54,63,58,100
baryons,28,25,46,57,10,21,0,7,7,3,7,21,35,25,50,21,42,25,50,14,14,21,28,17,14,21,35,42,42,64,42,67,60,57,50,67,39,64,64,46,75,60,75,75,100
based,0,0,1,2,1,5,2,3,4,2,1,3,3,1,1,5,4,2,5,7,5,8,10,9,12,13,17,17,17,22,24,25,25,26,32,40,32,50,55,55,59,73,80,94,100
basis,23,15,0,15,26,34,7,30,26,19,42,30,30,38,26,38,34,50,42,50,80,53,46,69,50,57,61,84,69,61,50,65,57,84,100,69,69,76,69,96,80,76,92,73,96
bath,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,15,3,7,11,19,19,15,11,23,7,19,19,7,7,23,26,15,30,30,23,38,76,46,100,80,73
batio,31,15,21,21,5,15,10,21,0,15,0,5,5,15,15,5,15,5,10,0,15,10,10,10,21,10,15,15,15,26,15,26,21,5,31,47,26,26,26,36,78,94,63,100,52
bcc,0,3,7,7,17,17,10,17,17,3,21,14,21,25,42,21,14,17,25,32,39,42,53,64,53,35,78,28,71,46,53,39,32,60,35,50,57,46,35,96,67,64,50,100,53
bcs,0,2,0,0,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0,16,14,9,21,14,11,9,21,4,11,40,14,38,26,45,95,100,92,78,50
be,15,11,13,11,7,25,9,13,23,21,0,19,26,25,19,9,13,5,40,40,23,21,7,17,28,25,19,9,38,40,73,48,36,75,76,82,42,55,100,84,44,80,67,69,88
beam,5,0,3,2,5,5,12,17,15,21,20,18,21,9,12,10,22,20,25,23,24,21,40,36,37,38,51,49,55,57,64,62,55,51,51,42,59,72,71,100,93,85,75,84,98
beams,4,7,2,5,5,8,9,16,28,19,17,13,10,4,17,0,5,7,9,9,19,8,19,15,16,21,17,30,32,29,38,36,35,33,27,29,30,39,54,69,42,59,55,82,100
beats,9,18,0,9,18,18,9,0,45,36,18,27,54,72,100,9,27,9,9,9,0,27,9,27,18,36,18,27,72,36,18,72,45,36,63,9,36,54,45,27,27,18,81,9,36
bec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,27,77,88,100,52,44
bedt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,42,14,14,9,47,57,33,52,80,71,95,85,85,71,100,80,80,71,71,42,28,80,47,66
behavior,0,2,0,15,14,20,19,15,26,20,18,22,15,18,17,21,24,25,30,30,37,47,48,37,55,52,53,69,77,81,86,78,76,97,77,77,83,99,86,90,96,100,98,92,82
bell,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,35,10,10,7,2,2,12,7,7,15,22,25,20,25,12,20,27,27,35,50,100,72,70,85,77,77,87,82
below,15,50,23,42,15,15,19,30,57,65,15,30,0,30,38,26,30,42,23,11,19,53,69,80,34,15,73,61,53,50,96,73,61,65,53,88,61,69,73,80,84,100,84,69,57
bending,0,5,0,0,0,5,0,0,0,5,0,5,0,5,5,0,5,5,0,15,5,5,5,15,15,45,15,15,45,25,5,60,25,55,30,30,60,30,45,60,55,60,100,70,40
bent,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,12,0,6,0,0,6,12,0,12,6,18,12,25,25,18,75,87,93,87,100,81,87,75
berry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,45,50,45,50,36,40,54,45,50,40,18,40,54,27,45,45,36,100,54,50,45,68,45
beryllium,0,45,45,72,63,63,90,54,100,27,27,36,45,9,9,36,27,18,36,54,54,27,27,36,45,18,54,45,72,18,54,45,18,9,9,18,63,63,27,27,36,36,90,54,54
beta,39,46,53,32,71,82,75,21,25,67,14,35,42,7,14,28,42,42,100,46,64,35,53,67,14,21,0,39,75,21,17,21,3,17,7,7,53,14,14,10,17,32,14,25,17
bethe,31,26,84,68,42,36,47,10,26,15,42,36,10,15,0,0,0,36,52,47,21,52,31,15,26,21,31,63,36,21,68,57,36,36,100,26,73,94,84,26,31,42,21,47,31
between,0,5,5,8,10,8,8,8,8,12,8,6,13,13,11,6,14,14,14,12,20,25,20,27,29,22,30,27,39,47,49,46,46,46,52,60,51,67,63,67,90,89,84,100,88
bev,56,97,100,94,48,18,8,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beyond,0,0,0,0,1,4,4,0,0,0,1,4,1,4,1,4,8,8,9,8,11,11,14,7,9,18,12,9,30,19,32,42,35,47,43,56,53,59,54,63,63,85,100,95,81
bi,0,2,9,11,13,11,8,21,18,13,14,10,8,7,7,10,11,11,10,7,7,12,12,56,86,84,94,92,85,100,97,85,73,81,89,92,76,60,57,59,71,70,66,73,64
bias,0,4,8,2,2,4,6,6,0,2,2,2,2,2,0,0,0,4,0,6,6,10,2,4,16,4,4,8,14,12,16,26,36,18,36,26,54,64,66,66,84,72,92,82,100
biased,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,3,0,0,9,34,12,15,9,31,21,21,21,15,15,25,34,25,31,31,43,34,62,65,68,81,71,100,75,53
biaxial,0,0,0,0,0,13,6,0,13,13,0,0,13,6,20,6,13,33,13,40,20,20,0,6,13,20,20,13,40,20,13,13,53,20,60,40,46,66,40,86,93,100,40,86,40
bifurcation,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,13,13,21,30,21,43,34,69,43,39,34,73,43,47,65,47,78,91,91,65,78,78,86,65,100,82,52,82,78,56
bifurcations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,29,5,29,5,35,58,17,52,29,35,29,35,100,82,70,100,88,58,41,88,70,64,82,35,35,52,47,29
bilayer,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,3,0,2,1,2,3,2,3,3,3,4,6,13,22,21,22,27,28,31,40,50,46,39,60,48,69,80,100
bilayers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,6,12,0,18,9,12,25,28,43,50,21,31,37,37,90,81,75,59,75,93,100,87,84
billiard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,14,7,0,7,7,21,35,35,50,35,71,42,78,42,78,85,35,100,57,28,35,64,42,42,28
billiards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,10,25,10,70,60,75,55,50,40,75,100,75,55,65,65,40,60,50
binaries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,15,23,15,46,19,38,26,46,34,19,23,50,73,100,57,92,100
binary,0,0,5,11,3,14,9,21,8,14,7,10,10,8,12,14,20,22,17,15,39,31,40,30,30,27,34,63,52,56,63,46,58,62,57,70,69,78,76,78,100,70,78,82,90
binding,5,0,10,16,10,21,23,25,16,21,20,15,13,5,5,26,28,35,35,38,41,50,46,43,71,50,81,85,96,100,90,76,75,81,70,68,53,80,56,75,100,86,60,91,86
biological,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,16,5,0,5,0,11,5,27,33,22,22,55,16,55,38,38,33,55,50,44,100,66,33,55,61,77
bipartite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,4,27,18,50,68,63,86,77,100,63,50
birefringence,30,20,10,10,0,10,10,10,0,0,50,10,10,10,20,0,60,20,30,30,40,40,20,30,60,60,30,30,50,90,50,20,100,40,50,50,50,50,30,100,80,20,40,40,70
bis,0,0,0,0,0,0,0,7,7,7,23,7,15,7,7,23,46,15,23,84,38,92,84,69,53,61,53,53,53,30,100,30,30,23,7,15,15,30,7,7,7,7,15,15,0
bismuth,76,76,58,41,100,76,58,76,41,29,17,47,41,23,17,17,29,17,17,0,17,23,23,47,23,94,35,35,52,41,88,23,17,41,35,52,47,35,35,29,47,29,64,100,94
bistability,0,0,0,0,0,0,0,0,0,0,0,5,0,33,16,66,55,33,88,88,55,94,100,61,100,88,66,72,66,50,44,55,50,38,27,50,16,77,50,100,50,72,83,77,77
bistable,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,4,28,23,52,42,42,42,52,71,52,28,57,38,57,47,66,52,90,47,71,42,57,80,100,76,76,80,71,71
black,0,1,0,0,0,1,2,3,4,6,7,8,7,4,4,5,3,2,4,7,8,11,5,5,7,9,12,22,35,41,57,49,59,66,57,58,53,62,61,67,69,87,72,100,100
blende,0,18,6,25,6,43,6,50,12,43,50,25,0,18,37,18,12,18,25,12,18,37,31,43,68,37,25,56,81,75,68,50,68,43,43,37,50,50,68,56,100,68,43,50,50
bloch,5,12,0,0,2,7,12,10,12,0,2,17,12,10,5,2,2,15,7,5,15,25,17,20,37,22,22,25,32,60,45,52,55,40,42,45,45,35,57,70,80,65,62,82,100
block,0,0,0,0,0,0,0,0,0,0,12,0,6,0,12,0,18,0,6,0,0,6,6,6,18,18,25,25,62,75,50,56,62,43,50,50,50,100,81,37,75,93,62,62,18
blockade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,26,30,53,30,26,40,33,70,50,40,73,40,60,50,70,53,100,73,93
blue,0,0,0,7,0,0,0,7,0,7,7,0,0,0,0,15,46,23,100,84,53,84,69,61,69,46,38,69,53,61,76,61,76,46,61,61,23,46,38,53,53,84,30,61,46
body,0,0,15,22,20,20,10,22,20,12,29,16,21,16,15,9,7,22,17,20,9,19,24,28,24,27,24,26,41,38,43,42,34,36,47,50,58,73,57,62,49,63,66,100,89
bogoliubov,15,5,5,5,10,10,10,25,30,10,15,10,0,5,5,0,5,15,0,0,10,5,0,10,5,15,0,20,20,20,5,15,25,25,35,35,25,80,100,55,55,55,80,65,90
bohm,0,0,0,2,2,0,0,0,2,0,0,0,0,2,5,5,14,14,5,20,29,26,35,23,23,26,23,26,55,73,64,52,58,41,44,55,52,100,61,76,73,55,79,67,64
boltzmann,0,8,4,6,11,4,8,6,0,4,6,8,3,3,6,8,9,6,6,8,11,14,9,14,19,11,26,18,11,27,31,18,24,29,24,45,42,54,65,36,67,65,83,100,83
bombardment,53,38,15,46,23,46,30,69,84,100,69,46,46,30,61,53,53,38,30,0,23,53,23,53,53,84,53,46,7,30,46,30,38,46,53,61,61,23,38,30,23,53,46,30,23
bond,1,0,0,7,5,1,2,2,5,8,17,7,17,15,11,10,17,15,18,26,39,40,60,79,65,62,46,52,52,42,44,62,52,60,59,59,56,71,72,75,92,81,76,100,84
bonded,0,15,7,23,15,15,15,7,15,23,7,0,30,23,15,7,30,38,23,61,15,38,69,92,30,46,92,46,61,38,30,53,38,61,53,69,30,76,30,46,76,92,84,69,100
bonding,3,0,3,3,3,3,9,15,18,30,9,15,18,9,33,18,24,27,69,27,48,39,45,81,63,27,69,45,60,54,60,54,54,69,42,75,72,54,57,66,100,96,96,81,54
bonds,0,6,0,0,0,0,6,0,6,0,0,0,13,6,13,20,6,40,33,33,26,40,66,46,46,26,53,26,53,40,40,46,26,33,66,86,53,60,53,53,60,53,66,100,66
bootstrap,100,55,59,55,81,33,55,55,29,18,11,14,18,7,7,7,7,3,7,7,0,3,3,3,3,3,3,3,0,3,3,7,3,11,11,3,7,3,0,7,3,7,3,7,0
born,10,25,10,21,14,10,25,10,39,32,39,50,25,32,28,46,21,50,25,10,21,25,21,28,0,17,17,17,21,42,10,17,0,14,28,60,42,32,21,28,42,57,50,100,28
boron,16,5,2,5,8,19,11,5,11,8,13,13,8,8,5,8,19,2,25,11,25,0,38,22,22,22,27,44,47,36,58,38,86,47,61,44,80,22,61,100,91,86,100,91,100
bose,1,0,0,0,0,1,2,2,1,1,4,2,1,0,0,1,0,0,0,1,1,1,1,1,2,1,5,7,8,8,10,25,39,45,46,50,73,91,76,83,76,77,83,90,100
boson,0,0,4,10,8,9,10,9,5,4,13,7,0,5,7,15,17,26,20,37,40,44,52,66,73,62,59,56,77,65,59,73,57,72,50,72,64,76,68,83,71,80,80,100,93
bosonic,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,10,34,23,39,18,18,7,10,18,18,18,10,26,15,26,28,47,52,65,92,78,60,100,71
bosons,9,8,6,10,8,14,10,10,8,5,0,2,5,22,16,16,10,18,12,18,22,32,34,37,42,30,25,50,17,32,44,22,32,44,40,45,41,50,46,73,100,62,78,88,98
bottom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,18,6,6,6,25,6,0,6,12,18,31,56,25,18,18,37,68,43,50,62,81,68,62,81,31,93,100
bound,0,16,13,17,21,26,21,26,32,14,47,40,31,28,32,22,24,26,45,32,38,46,39,45,52,51,55,49,62,56,56,47,69,56,66,73,63,70,61,73,76,52,70,78,100
boundaries,0,2,8,5,2,5,2,0,2,5,5,5,8,2,2,8,2,16,13,21,13,24,29,40,45,54,35,24,62,81,67,72,37,72,64,75,89,89,100,75,86,72,89,70,54
boundary,2,0,2,3,4,1,9,7,1,1,2,13,11,7,11,2,10,18,14,17,21,28,33,25,33,35,38,43,44,50,59,57,56,71,53,72,81,85,79,80,78,98,78,100,97
bounded,0,22,33,0,44,0,0,33,11,11,11,44,11,11,0,33,44,55,22,11,77,22,0,0,44,0,11,22,22,55,22,11,55,22,55,66,44,88,44,66,66,66,55,77,100
bounds,13,0,20,37,24,41,37,51,55,58,31,24,20,20,27,13,27,20,13,0,10,48,48,31,44,27,55,34,31,41,51,44,75,51,62,68,62,75,72,93,82,93,96,100,55
box,0,0,6,0,6,13,6,0,6,0,0,13,6,0,6,0,0,13,0,0,0,6,6,6,0,33,46,20,40,20,33,26,20,20,33,46,40,80,66,73,73,53,100,66,66
br,4,14,23,33,23,9,19,14,47,57,61,19,0,33,23,9,61,42,23,28,33,9,19,38,38,80,38,52,100,57,76,52,52,52,85,76,52,85,61,100,66,52,52,71,61
bragg,4,4,0,4,4,19,14,4,9,4,0,4,4,0,4,0,14,9,14,4,14,4,28,19,42,19,9,14,23,38,52,42,52,52,71,76,100,76,57,85,95,100,85,71,90
branching,10,12,17,15,22,12,5,3,5,13,5,3,6,1,0,5,13,10,17,0,18,24,24,10,22,29,18,34,32,27,46,43,15,18,22,15,41,36,41,72,100,94,56,70,48
brane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,14,10,18,59,83,100,78,72,70,50,46,41,37
branes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,0,8,8,61,41,47,64,100,91,91,82,55,88,61,76,64
breakdown,33,14,14,16,14,23,21,23,16,28,11,19,16,4,0,30,11,14,28,23,45,28,23,21,30,21,28,33,30,47,59,42,38,57,47,66,52,50,69,71,54,54,61,100,64
breaking,0,1,3,9,9,10,28,19,19,24,22,22,17,13,17,14,18,23,19,32,22,38,25,34,34,38,37,42,43,47,58,61,79,72,71,84,57,73,64,66,69,60,69,82,100
breakup,5,2,5,2,5,13,10,21,13,13,13,0,5,13,10,10,29,10,21,32,18,29,18,37,32,37,29,56,37,35,51,40,24,62,45,37,91,75,67,100,56,59,64,64,64
breathing,0,7,0,0,0,0,0,0,0,0,0,0,30,7,15,7,7,7,0,30,0,15,30,15,15,15,53,15,23,15,38,30,61,46,23,7,30,46,0,46,100,84,76,53,84
bremsstrahlung,0,38,42,61,100,71,71,61,76,28,33,38,85,9,61,66,71,47,28,42,38,42,61,57,66,57,76,47,28,52,57,66,47,57,66,61,52,42,19,23,33,0,19,28,28
bright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,5,11,27,22,33,33,38,38,33,22,66,50,61,83,55,61,100,83
brillouin,0,16,24,56,20,28,16,60,32,28,44,32,40,24,44,68,48,56,40,52,52,56,76,24,56,52,56,88,48,100,100,76,24,56,44,44,52,64,32,44,48,20,40,68,52
broadband,0,0,0,0,0,5,0,0,0,0,0,5,5,5,0,10,5,5,21,10,15,0,10,5,36,36,36,31,10,31,10,15,26,31,26,42,21,31,42,15,73,68,100,100,94
broadened,0,20,10,0,30,100,0,30,10,30,10,50,10,10,20,50,40,30,20,70,60,70,40,50,70,10,50,30,30,30,60,60,40,60,40,30,50,0,20,70,30,20,50,40,30
broadening,0,27,27,40,77,36,59,40,27,36,50,86,50,31,36,45,40,45,31,31,31,77,27,100,54,36,86,36,90,63,72,90,72,77,45,81,72,63,54,45,54,54,77,86,40
broken,65,58,37,37,44,65,37,37,62,20,31,27,37,17,27,48,27,41,34,27,24,20,17,0,37,37,37,31,44,31,72,48,48,68,51,55,72,100,41,58,79,65,72,89,55
brownian,4,4,0,2,2,0,6,4,4,10,12,14,6,12,10,4,16,8,12,22,16,6,8,8,24,16,12,16,36,34,50,42,30,42,40,28,28,44,44,52,46,86,56,78,100
bubble,0,6,6,10,10,17,10,3,13,6,10,10,6,6,3,10,17,10,13,6,10,3,13,10,31,27,24,51,34,34,51,65,72,72,58,58,44,51,58,75,96,58,96,100,100
bubbles,0,0,0,5,27,11,5,16,11,0,0,0,0,0,0,5,11,0,5,16,38,16,33,38,16,50,11,55,44,50,44,44,33,50,27,72,66,61,94,44,66,77,100,88,66
bulk,0,0,0,0,2,8,3,2,5,4,6,4,8,11,13,13,9,5,12,11,17,33,28,36,30,27,25,36,42,46,45,37,35,41,67,54,65,61,72,73,100,93,90,72,83
