	0	0	0	0
schwierigen	26.99	18.27	99.95	26.99
schwierigkeiten	0	27.4	99.9	0
schwäche	0	27.4	99.92	0
schäuble	0	76.74	99.95	0
schön	0	43.43	99.82	0
schöne	0	35.69	99.87	0
schönen	0	27.4	99.85	0
schöner	0	27.4	99.91	0
schönes	0	18.27	99.82	0
schönheit	0	36.54	99.89	0
schönste	0	27.4	99.85	0
schüler	0	42.94	99.89	0
schüsse	0	21.21	99.89	0
schützen	0	33.8	99.91	0
schützt	0	23.61	99.91	0
sed	0	14.47	99.95	0
see	11.93	31.6	99.87	11.93
seehofer	0	54.81	99.95	0
seele	0	42.42	99.92	0
seelen	0	21.21	99.91	0
segen	0	32.75	99.93	0
sehe	22.58	37.34	99.87	23.86
sehen	36.19	51.82	99.84	36.57
sehenswert	0	0	99.93	0
sehnsucht	0	39.48	99.89	0
seite	15.05	82.11	0	15.05
seiten	0	45.67	99.92	0
sekunden	0	23.61	99.95	0
selber	34.05	25.64	99.91	34.05
selbstmord	0	23.61	99.9	0
seller	0	0	99.93	0
selten	26.99	38.09	99.92	26.99
senat	0	44.82	99.92	0
sender	0	28.95	99.95	0
september	0	62.98	99.91	0
serbien	0	43.91	99.87	0
serie	7.52	52.07	99.87	7.52
service	0	27.4	99.89	0
setzen	33.06	40.73	99.91	35.79
setzt	43.12	58.86	99.96	44.47
sex	0	75.08	99.85	0
shakespeare	0	14.47	99.92	0
show	0	32.75	99.87	0
sicher	22.58	43.43	99.9	22.58
sicherheit	0	61.08	99.93	0
sicht	0	36.54	99.93	0
siebeck	7.52	40.12	99.98	7.52
siebecks	0	23.61	99.95	0
sieg	0	60.29	99.87	0
siegen	25.01	27.4	99.93	31.39
sieger	0	36.54	99.91	0
siegfried	0	18.27	99.92	0
siegt	23.86	33.8	99.91	25.01
sieht	48.25	60.95	99.91	48.25
siemens	0	38.8	99.9	0
signal	0	25.64	99.92	0
signale	0	21.21	99.87	0
singen	27.86	32.75	99.9	31.98
singt	27.86	39.48	99.89	27.86
sinkt	26.99	36.54	99.89	28.66
sinn	0	36.54	99.87	0
sinne	0	21.21	99.92	0
sitzen	27.86	33.8	99.86	27.86
sitzt	27.86	27.4	99.93	27.86
skandal	32.53	56.36	99.86	34.05
skepsis	0	21.21	99.85	0
ski	11.93	9.13	99.91	11.93
snowden	0	66.03	99.98	0
sogar	29.41	33.8	99.91	29.41
sohn	0	47.23	99.89	0
soldat	0	42.94	99.89	0
soldaten	0	59.73	99.85	0
solidarität	0	50.17	99.9	0
somalia	0	45.67	99.96	0
sommer	28.66	42.42	99.87	28.66
sonne	0	41.88	99.92	0
sonntag	0	30.34	99.96	0
sorge	0	30.34	99.92	0
sorgen	17.48	44.82	99.91	17.48
sorgt	19.46	31.6	99.92	23.86
sowjetische	21.13	31.6	99.91	26.99
sowjetischen	26.04	0	99.93	26.04
sowjets	0	0	99.9	0
sowjetunion	0	21.21	99.92	0
sozial	26.99	28.95	99.86	26.99
sozialdemokraten	0	60.01	99.92	0
sozialdemokratie	11.93	35.69	99.92	11.93
soziale	32.53	60.95	99.87	32.53
sozialen	21.13	31.6	99.93	27.86
sozialismus	0	32.75	99.95	0
sozialisten	0	31.6	99.89	0
sozialistischen	26.04	9.13	99.95	26.04
sozialpolitik	0	49.57	99.9	0
sozialstaat	0	23.61	99.86	0
spanien	26.04	83.47	99.9	26.04
spaniens	0	64.15	99.92	0
spanische	23.86	60.56	99.92	23.86
spannungen	0	21.21	99.98	0
sparen	25.01	52.57	99.89	28.66
sparer	0	59.59	99.9	0
spart	11.93	28.95	99.9	19.46
spaziergänge	0	0	99.98	0
spaß	0	38.8	99.89	0
spd	11.93	74.35	99.93	11.93
spektakel	0	21.21	99.95	0
spekulanten	0	46.08	99.91	0
spekulation	0	45.25	99.89	0
spenden	19.46	36.54	99.93	19.46
spezial	36.94	21.21	99.96	36.94
spiegel	0	28.95	99.87	0
spiel	7.52	54.81	99.9	7.52
spiele	26.99	43.91	99.86	26.99
spielen	34.05	50.46	99.92	34.05
spieler	0	33.8	99.95	0
spielt	22.58	48.61	99.91	31.98
spieltag	0	54.18	99.98	0
spion	0	25.64	99.93	0
spionage	0	48.28	99.93	0
spitze	7.52	40.73	99.89	7.52
spitzen	17.48	18.27	99.95	17.48
sport	19.46	42.94	99.89	19.46
sprach	31.39	18.27	99.98	37.29
sprache	0	45.67	99.93	0
sprachen	41.58	25.64	99.96	43.12
sprechen	30.11	45.25	99.89	30.11
sprecher	0	32.75	99.91	0
spricht	38.92	48.28	99.93	38.92
springer	0	23.61	99.9	0
sprung	0	36.54	99.93	0
spur	17.48	52.32	99.91	17.48
spuren	0	38.8	99.89	0
spät	0	33.8	99.89	0
späte	0	30.34	99.9	0
st	41.1	47.59	99.89	41.1
staat	0	71.61	99.9	0
staaten	7.52	69.29	99.9	7.52
staates	0	28.95	99.91	0
staatliche	25.01	27.4	99.91	25.01
stabilisierung	0	9.13	100	0
stabilität	0	60.82	99.92	0
stadt	17.48	56.72	99.93	22.58
stahl	11.93	21.21	99.91	11.93
stahlindustrie	0	0	99.9	0
stalin	0	32.75	99.93	0
stalins	0	9.13	99.89	0
stand	32.53	28.95	99.92	33.06
standort	0	23.61	99.98	0
star	7.52	41.88	99.89	7.52
starb	29.41	27.4	99.95	30.77
stark	26.04	44.82	99.85	30.77
starke	23.86	74.9	99.95	23.86
starken	26.99	18.27	99.93	26.99
starker	31.98	21.21	99.95	32.53
stars	0	28.95	99.91	0
start	0	34.78	99.93	0
startet	19.46	40.12	99.91	19.46
stasi	0	42.42	99.95	0
staub	11.93	18.27	99.92	11.93
steckt	23.86	60.69	99.95	26.99
stefan	0	33.8	99.93	0
stehen	34.96	52.81	99.86	38.61
steigen	19.46	47.59	99.85	22.58
steigt	30.11	42.94	99.84	33.06
stein	21.13	18.27	99.89	21.13
steinbrück	0	66.72	99.98	0
steine	0	21.21	99.93	0
steinmeier	0	50.46	99.98	0
stelle	11.93	32.75	99.9	11.93
stellen	32.53	61.95	99.87	34.05
stellt	22.58	55.21	99.89	30.77
sterbehilfe	26.99	41.88	99.96	26.99
sterben	43.91	44.82	99.9	45.99
stern	23.86	30.34	99.91	26.99
sterne	15.05	21.21	99.89	15.05
stets	26.04	33.8	99.91	26.04
steuer	17.48	38.8	99.82	17.48
steuern	15.05	42.42	99.85	15.05
steuerreform	0	27.4	99.91	0
steuert	23.86	45.25	99.93	29.41
stiftung	0	30.34	99.93	0
stil	0	32.75	99.93	0
still	34.96	31.6	99.93	34.96
stille	21.13	38.09	99.89	21.13
stimme	0	37.34	99.92	0
stimmen	25.01	47.94	99.89	26.99
stimmt	21.13	64.05	99.87	21.13
stimmung	0	28.95	99.98	0
stirbt	27.86	39.48	99.86	27.86
stoff	11.93	31.6	99.92	11.93
stolz	26.99	25.64	99.87	26.99
stoppen	28.66	33.8	99.9	28.66
stoppt	19.46	45.25	99.91	26.99
strafe	0	45.25	99.89	0
strand	0	30.34	99.89	0
strategie	0	50.46	99.84	0
strauß	0	21.21	99.93	0
straße	0	42.94	99.91	0
straßen	0	46.08	99.95	0
strecke	0	25.64	99.92	0
street	11.93	55.99	99.91	11.93
streik	0	53.05	99.91	0
streiken	19.46	38.8	99.89	19.46
streiks	0	40.73	99.89	0
streit	15.05	64.05	99.89	15.05
streiten	25.01	46.85	99.95	26.99
streitet	23.86	45.25	99.93	23.86
streitgespräch	0	18.27	99.99	0
strich	21.13	18.27	99.93	21.13
strom	0	40.12	99.92	0
student	0	21.21	99.92	0
studenten	0	42.42	99.87	0
studie	11.93	49.26	99.95	11.93
studieren	23.86	31.6	99.99	23.86
studium	0	45.25	100	0
stunde	0	38.09	99.95	0
stunden	0	61.21	99.9	0
sturm	0	37.34	99.87	0
sturz	0	28.95	99.9	0
stuttgart	0	63.53	99.98	0
stuttgarter	0	40.73	99.98	0
städte	0	35.69	99.91	0
stärke	0	44.38	99.89	0
stärker	0	40.12	99.9	0
stück	0	33.8	99.89	0
stürzt	0	33.8	99.95	0
subventionen	0	32.75	99.92	0
suchen	26.99	41.88	99.87	32.53
sucht	26.04	75.04	99.9	27.86
sumpf	0	31.6	99.95	0
super	17.48	40.73	99.92	25.01
sv	0	60.15	99.99	0
symbol	0	14.47	99.92	0
syrien	0	86.11	100	0
syrische	7.52	74.63	100	11.93
system	32.53	45.67	99.89	32.53
szene	0	47.59	99.9	0
szenen	0	18.27	99.91	0
sänger	0	21.21	99.91	0
süd	0	32.75	99.98	0
südafrika	0	41.32	99.9	0
südamerika	0	21.21	99.91	0
süden	0	32.75	99.95	0
südkorea	0	51.29	99.92	0
sünde	0	9.13	99.91	0
sünden	0	14.47	99.98	0
sündenbock	0	18.27	99.91	0
süße	0	18.27	99.89	0
tabu	21.13	59.73	99.91	21.13
tabus	0	14.47	99.95	0
tagebuch	0	28.95	99.93	0
tagebücher	0	34.78	99.93	0
taktik	0	30.34	99.95	0
tal	0	27.4	99.89	0
taliban	0	65.59	99.98	0
tante	0	9.13	99.89	0
tanz	0	25.64	99.85	0
tanzen	22.58	32.75	99.89	22.58
tanzt	31.39	21.21	99.92	31.39
tasche	0	23.61	99.95	0
taschenbuch	0	0	99.89	0
taten	21.13	27.4	99.93	21.13
tatort	0	27.4	99.96	0
tausend	23.86	30.34	99.95	23.86
tausende	0	59.88	99.93	0
team	0	30.34	99.93	0
technik	7.52	46.08	99.9	7.52
tee	0	18.27	99.93	0
teens	0	60.01	100	0
teheran	0	60.15	99.92	0
teilen	19.46	37.34	99.91	19.46
teilung	0	18.27	99.93	0
telekom	0	38.8	99.92	0
teller	0	28.95	99.95	0
tempo	0	18.27	99.9	0
tennis	0	18.27	99.91	0
termine	0	31.6	99.98	0
terror	17.48	56.9	99.84	17.48
terrorismus	11.93	54.6	99.92	11.93
terroristen	0	38.8	99.95	0
terrors	0	31.6	99.89	0
test	15.05	46.47	99.91	15.05
teuer	33.06	48.28	99.87	33.06
teufel	0	42.42	99.87	0
teufels	0	0	99.99	0
teufelskreis	0	18.27	99.93	0
teure	31.98	27.4	99.89	31.98
teurer	21.13	38.09	99.89	26.99
teures	26.04	18.27	99.91	26.04
text	0	18.27	99.98	0
thailand	0	36.54	99.93	0
the	44.65	76.66	99.89	46.3
theater	17.48	51.02	99.84	17.48
thema	0	42.42	99.91	0
themen	0	52.07	99.96	0
theo	0	35.69	99.89	0
theodor	0	42.42	99.92	0
theorie	22.58	30.34	99.89	22.58
therapie	0	37.34	99.9	0
thesen	0	34.78	99.98	0
thomas	0	57.42	99.95	0
thüringen	0	52.07	99.99	0
tief	28.66	37.34	99.9	28.66
tiefe	31.98	23.61	99.87	31.98
tiefer	19.46	43.43	99.9	27.86
tier	0	47.59	99.86	0
tiere	0	27.4	99.86	0
tiger	15.05	60.29	99.92	15.05
tipps	0	59.01	99.98	0
tips	0	0	99.93	0
tisch	7.52	33.8	99.91	7.52
titel	0	33.8	99.99	0
to	30.11	28.95	99.92	30.11
tochter	0	27.4	99.84	0
tod	11.93	60.42	99.89	11.93
tode	0	30.34	99.93	0
todes	0	27.4	99.9	0
tokio	0	23.61	99.95	0
toleranz	0	25.64	99.86	0
ton	0	31.6	99.86	0
tor	17.48	31.6	99.93	17.48
tot	44.1	61.95	99.85	45.34
total	23.86	21.21	99.92	23.86
totale	19.46	25.64	99.89	19.46
tote	15.05	55.99	99.85	15.05
toten	17.48	41.88	99.89	17.48
tour	11.93	40.73	99.89	11.93
tourismus	0	32.75	99.89	0
touristen	0	38.8	99.93	0
tournee	0	9.13	99.96	0
tradition	0	28.95	99.93	0
tragen	26.99	38.09	99.9	26.99
tragödie	0	31.6	99.93	0
trainer	0	54.81	99.93	0
tranger	65.1	0	100	65.1
tratschke	0	0	99.95	0
trauer	0	42.42	99.91	0
traum	0	49.57	99.87	0
trauma	0	27.4	99.96	0
traurige	25.01	14.47	99.98	25.01
treffen	21.13	64.25	99.9	28.66
treiben	36.57	23.61	99.91	36.57
treibt	26.04	60.42	99.89	28.66
trend	0	21.21	99.9	0
treu	37.64	14.47	99.89	40.85
trick	0	14.47	99.93	0
tricks	0	18.27	99.87	0
trifft	30.77	43.43	99.91	30.77
trinken	23.86	32.75	99.89	23.86
triumph	0	27.4	99.83	0
trost	0	28.95	99.92	0
trotz	22.58	60.42	99.93	22.58
truppen	0	49.57	99.93	0
trägt	0	39.48	99.92	0
tränen	0	25.64	99.89	0
träume	0	36.54	99.86	0
träumen	0	30.34	99.86	0
tschechoslowakei	0	0	99.92	0
tschernobyl	0	52.81	99.99	0
tugend	0	30.34	99.93	0
tunesien	0	50.74	100	0
tut	50.44	38.09	99.92	52.95
tv	7.52	48.28	99.92	15.05
twitter	0	46.47	99.98	0
täglich	0	25.64	99.96	0
täter	0	42.94	99.9	0
tödliche	0	27.4	99.9	0
töne	0	21.21	99.84	0
töten	0	40.12	99.95	0
tötet	0	30.34	99.91	0
tür	0	18.27	99.91	0
türkei	0	67.91	99.93	0
türken	0	34.78	99.91	0
türkische	0	56.54	99.98	0
ukraine	11.93	75.3	100	11.93
ulbricht	0	18.27	99.98	0
ulrich	0	46.85	99.95	0
umberto	0	0	100	0
umbruch	0	46.08	99.92	0
umfrage	0	60.82	99.92	0
umgang	0	44.82	99.91	0
ums	22.58	43.43	99.84	25.01
umstritten	30.11	23.61	99.95	30.11
umstrittene	17.48	36.54	99.89	17.48
umwelt	11.93	33.8	99.92	11.93
umweltpolitik	0	32.75	99.96	0
umweltschutz	0	37.34	99.91	0
un	22.58	77.24	99.95	29.41
unabhängigkeit	0	40.12	99.92	0
unbehagen	0	44.38	99.98	0
unbekannte	31.98	31.6	99.93	36.19
unentschlossene	0	61.33	100	0
unerwünscht	0	18.27	99.9	0
unfall	0	43.91	99.91	0
ungarn	0	51.02	99.93	0
unglück	0	47.23	99.89	0
unheimliche	26.99	18.27	99.95	26.99
uni	0	49.57	99.93	0
union	17.48	60.01	99.86	17.48
unis	0	41.32	99.87	0
universität	0	32.75	99.95	0
universitäten	0	21.21	100	0
uno	0	18.27	99.98	0
unrecht	0	21.21	99.91	0
unruhe	0	21.21	99.89	0
unruhen	0	53.05	99.98	0
unschuld	0	27.4	99.98	0
unseren	30.77	32.75	99.91	30.77
unseres	27.86	36.54	99.92	31.98
unsinn	0	33.8	99.84	0
unten	40.59	28.95	99.93	44.47
untergang	0	53.51	99.91	0
untergrund	0	53.96	99.89	0
unterm	21.13	25.64	99.89	21.13
unternehmen	15.05	50.74	99.95	15.05
unternehmer	0	27.4	99.89	0
unternehmungen	0	9.13	99.96	0
unterricht	0	30.34	99.83	0
unterstützung	0	44.82	99.89	0
untersucht	26.99	21.21	99.91	32.53
unterwegs	30.77	34.78	99.92	30.77
unterwelt	0	74.9	99.93	0
up	19.46	30.34	99.9	31.39
uraufführung	0	9.13	99.93	0
urheberrecht	0	52.57	100	0
urlaub	0	37.34	99.89	0
ursachen	0	21.21	99.95	0
urteil	0	55.21	99.95	0
us	25.01	79.7	99.95	25.01
usa	15.05	79.7	99.89	15.05
utopie	0	41.32	99.95	0
uwe	0	40.12	99.92	0
uz	0	0	99.99	0
van	22.58	42.94	99.87	22.58
vater	19.46	45.25	99.9	19.46
vaterland	0	14.47	99.95	0
vatikan	7.52	51.02	99.89	7.52
venedig	0	55.99	99.86	0
venezuela	0	59.88	99.95	0
verantwortung	0	45.67	99.91	0
verbieten	26.99	38.09	99.95	30.77
verbot	23.86	47.59	99.91	23.86
verboten	23.86	38.8	99.89	23.86
verbraucher	0	31.6	99.89	0
verbrechen	0	42.94	99.92	0
verbrecher	0	28.95	99.93	0
verdacht	0	41.88	99.89	0
verdammt	19.46	34.78	99.89	19.46
verdienen	19.46	23.61	99.83	25.01
verdient	25.01	32.75	99.83	25.01
vereinigte	11.93	30.34	99.91	11.93
vereinigten	25.01	18.27	99.93	25.01
vereinigung	0	18.27	99.98	0
vereint	21.13	23.61	99.95	21.13
vereinte	17.48	56.54	99.95	17.48
vereinten	28.66	9.13	99.93	30.11
verfahren	17.48	34.78	99.9	22.58
verfall	0	27.4	99.95	0
verfassung	17.48	33.8	99.91	17.48
verfassungsschutz	0	67.45	99.92	0
verfügbar	0	39.48	100	0
vergangenheit	0	38.09	99.92	0
vergessen	30.11	35.69	99.9	34.51
vergessene	29.41	18.27	99.9	29.41
vergleich	0	46.85	99.9	0
vergnügen	0	14.47	99.92	0
verhandeln	25.01	60.82	99.92	25.01
verhandlungen	0	60.95	99.89	0
verhindern	21.13	43.91	99.92	21.13
verhältnis	0	60.29	99.89	0
verhältnisse	0	21.21	99.9	0
verkaufen	22.58	41.32	99.95	26.04
verkauft	30.77	31.6	99.87	30.77
verkehr	15.05	32.75	99.87	15.05
verlag	15.05	38.09	99.89	15.05
verlage	22.58	30.34	99.95	22.58
verlangen	22.58	25.64	99.91	22.58
verlangt	26.04	48.94	99.93	27.86
verlassen	36.57	38.09	99.92	36.94
verleger	7.52	27.4	99.89	7.52
verlieren	26.04	40.12	99.9	26.04
verlierer	0	34.78	99.89	0
verliert	23.86	44.82	99.89	28.66
verloren	34.96	46.85	99.95	37.64
verlorene	30.77	42.42	99.96	30.77
verlorenen	17.48	18.27	99.91	17.48
verlust	0	45.25	99.9	0
verluste	0	32.75	99.91	0
vermeiden	31.39	33.8	99.96	31.39
vermögen	0	34.78	99.89	0
vernunft	0	27.4	99.85	0
verrat	0	21.21	99.95	0
verräter	0	18.27	99.93	0
verrückt	0	23.61	99.9	0
versagen	21.13	32.75	99.87	21.13
versagt	30.11	32.75	99.95	30.11
verschwinden	19.46	27.4	99.96	19.46
versprechen	21.13	46.08	99.9	21.13
verspricht	23.86	46.85	99.93	23.86
verstand	21.13	23.61	99.92	28.66
verstehen	25.01	42.94	99.89	30.11
versuch	17.48	37.34	99.89	17.48
versuche	15.05	23.61	99.95	19.46
versuchen	31.98	33.8	99.95	31.98
versucht	22.58	36.54	99.98	27.86
versöhnung	0	31.6	99.92	0
verteidigt	21.13	50.17	99.93	27.86
verteidigung	11.93	36.54	99.95	11.93
vertrag	0	46.47	99.92	0
vertrauen	7.52	46.85	99.92	7.52
vertreibung	0	30.34	99.91	0
verurteilt	19.46	51.02	99.89	27.86
verzicht	0	60.69	99.85	0
verzichtet	21.13	60.42	99.9	21.13
verzweiflung	0	23.61	99.92	0
verändern	0	35.69	99.95	0
verändert	0	37.34	99.92	0
veröffentlichen	0	21.21	99.9	0
veröffentlicht	0	43.91	99.93	0
vfb	0	59.3	99.99	0
vfl	0	61.46	99.96	0
vi	0	9.13	99.95	7.52
video	0	41.32	99.91	0
vieles	28.66	31.6	99.98	28.66
vielfalt	0	27.4	99.87	0
vierzig	23.86	9.13	100	23.86
vietnam	0	21.21	99.95	0
vii	0	9.13	99.95	0
virus	0	52.81	99.89	0
visier	0	35.69	99.9	0
vision	17.48	23.61	99.9	17.48
visionen	0	18.27	99.95	0
vogel	0	21.21	99.91	0
volk	17.48	47.59	99.89	17.48
volker	0	41.88	99.98	0
volkes	7.52	21.21	99.93	7.52
volkswagen	0	40.73	99.93	0
voll	26.04	40.12	99.87	30.11
volle	29.41	25.64	99.92	29.41
voller	27.86	39.48	99.93	31.98
vorabmeldungen	0	9.13	99.99	0
voran	27.86	45.25	99.91	28.66
voraus	31.98	30.34	99.95	33.06
vorbei	31.98	50.46	99.89	35.79
vorbild	0	38.8	99.89	0
vorerst	26.99	47.59	99.89	28.66
vorm	26.04	33.8	99.86	31.39
vormarsch	0	25.64	99.85	0
vorn	37.29	25.64	99.89	39.22
vorschau	0	43.43	99.91	0
vorschlag	0	45.67	99.98	0
vorsicht	0	31.6	99.82	0
vorsitzende	0	18.27	99.95	0
vorsitzenden	0	23.61	99.96	0
vorsitzender	0	33.8	99.95	0
vorstand	7.52	36.54	99.9	7.52
vorurteile	0	34.78	99.84	0
vorwurf	0	31.6	99.91	0
vorwärts	0	25.64	99.87	0
vorwürfe	0	46.85	99.93	0
vulkan	0	25.64	99.89	0
vw	11.93	53.28	99.87	11.93
väter	0	34.78	99.85	0
vögel	0	9.13	99.91	0
völker	0	21.21	99.98	0
völlig	0	34.78	99.93	0
wachsen	22.58	31.6	99.89	22.58
wachstum	35.79	52.81	99.9	35.79
waffe	0	37.34	99.87	0
waffen	0	60.15	99.86	0
waffenruhe	0	52.32	99.99	0
wagen	22.58	33.8	99.93	22.58
wagner	0	49.57	99.93	0
wahl	25.01	68.29	99.98	25.01
wahlen	15.05	46.47	99.91	15.05
wahlergebnisse	0	21.21	100	0
wahlhelfer	0	61.46	100	0
wahlkampf	11.93	66.8	99.91	11.93
wahn	7.52	32.75	99.92	7.52
wahnsinn	0	33.8	99.93	0
wahr	33.06	28.95	99.98	33.06
wahre	25.01	40.12	99.89	25.01
wahren	29.41	27.4	99.91	29.41
wahrheit	0	51.02	99.84	0
wald	0	25.64	99.93	0
wall	11.93	46.08	99.89	11.93
walser	0	25.64	99.9	0
walter	0	38.09	99.89	0
wand	0	21.21	99.93	0
wandel	0	23.61	99.92	0
wandern	7.52	21.21	99.91	7.52
ware	0	21.21	99.98	0
warnen	19.46	54.39	99.95	25.01
warnt	23.86	68.51	99.93	28.66
warnung	0	28.95	99.89	0
warschau	0	25.64	99.89	0
warten	30.77	46.08	99.93	35.79
wartet	26.04	28.95	99.91	26.99
washington	0	38.8	99.9	0
wasser	11.93	52.07	99.85	11.93
watergate	0	14.47	99.93	0
wechsel	29.41	28.95	99.95	29.41
weder	26.04	35.69	99.87	30.11
wege	0	39.48	99.89	0
weh	50.44	21.21	99.92	52.95
wehren	27.86	44.38	99.86	27.86
wehrt	17.48	47.23	99.9	17.48
weichen	19.46	21.21	99.93	19.46
weihnachten	0	32.75	99.89	0
weimar	0	18.27	99.95	0
weimarer	0	18.27	99.95	0
wein	17.48	43.43	99.86	22.58
weise	11.93	27.4	99.9	11.93
weist	30.11	55.01	99.9	30.11
weiterbildung	0	31.6	99.93	0
weizsäcker	0	9.13	99.96	0
weiß	0	60.82	99.9	0
weiße	0	35.69	99.92	0
weißen	0	30.34	99.89	0
weißer	0	30.34	99.92	0
welle	0	37.34	99.84	0
welt	15.05	70.84	99.89	15.05
weltbühne	0	0	99.92	0
welten	0	33.8	99.86	0
welthandel	17.48	31.6	99.93	17.48
weltkrieg	0	53.96	99.96	0
weltmacht	0	25.64	99.89	0
weltmeister	0	38.8	99.89	0
weltmeisterschaft	0	33.8	99.93	0
weltpolitik	0	18.27	99.92	0
weltraum	0	35.69	99.95	0
weltweit	28.66	44.38	99.95	28.66
weltwirtschaft	35.79	39.48	99.93	35.79
wende	0	47.23	99.96	0
wenigen	26.04	30.34	99.95	31.39
werben	23.86	25.64	99.89	27.86
werbung	0	45.25	99.79	0
werder	0	61.46	99.99	0
werk	11.93	40.12	99.9	11.93
werke	0	28.95	99.92	0
werner	0	36.54	99.93	0
wert	25.01	53.51	99.84	25.01
werte	11.93	31.6	99.9	11.93
wesen	15.05	9.13	99.9	15.05
west	29.41	36.54	99.95	29.41
westen	0	56.36	99.95	0
westens	0	30.34	99.91	0
westerwelle	0	67.45	99.98	0
westfalen	0	57.58	99.98	0
westliche	26.99	25.64	99.93	30.11
westlichen	26.99	18.27	99.93	31.98
wettbewerb	7.52	47.23	99.86	7.52
wetter	0	18.27	99.93	0
wettlauf	0	27.4	99.95	0
wichtig	19.46	45.67	99.93	19.46
wichtiger	19.46	32.75	99.9	25.01
wichtigste	26.04	48.61	99.92	26.04
wichtigsten	30.77	44.38	99.98	30.77
wider	30.11	39.48	99.84	31.98
widerspruch	0	21.21	99.91	0
widersprüche	0	25.64	99.95	0
widerstand	0	53.96	99.92	0
wiederkehr	0	14.47	99.95	0
wiedersehen	19.46	25.64	99.9	19.46
wiedervereinigung	0	23.61	99.93	0
wien	0	46.85	99.9	0
wiener	0	25.64	99.95	0
wieviel	21.13	14.47	99.91	21.13
wikileaks	0	63.84	100	0
wild	27.86	28.95	99.92	27.86
wilde	19.46	21.21	99.95	19.46
wilden	17.48	14.47	99.89	17.48
wilhelm	0	40.12	99.91	0
wille	0	32.75	99.96	0
willen	31.98	31.6	99.93	31.98
william	0	25.64	99.91	0
willkommen	19.46	32.75	99.86	19.46
willy	0	23.61	99.89	0
wilson	0	14.47	99.89	0
wind	0	32.75	99.83	0
winter	0	43.43	99.87	0
wirbel	0	9.13	99.96	0
wirbt	19.46	53.74	99.87	22.58
wirft	23.86	53.05	99.93	30.11
wirklichkeit	0	38.09	99.9	0
wirkt	21.13	36.54	99.87	26.99
wirkung	0	27.4	99.95	0
wirtschaft	27.86	63.31	99.91	27.86
wirtschaftliche	30.11	37.34	99.91	33.06
wirtschaftlichen	33.06	18.27	99.95	34.51
wirtschaftsbuch	0	0	99.93	0
wirtschaftskrise	0	50.74	99.98	0
wirtschaftspolitik	0	45.67	99.95	0
wirtschaftswachstum	0	53.51	99.99	0
wissenschaft	19.46	40.12	99.85	19.46
wissenschaftler	0	31.6	99.95	0
witter	0	0	99.98	0
witz	0	25.64	99.92	0
wm	0	59.73	99.99	0
woche	0	36.54	99.95	0
wochen	0	43.91	99.9	0
wochenende	0	18.27	99.92	0
wohlstand	0	25.64	99.92	0
wohnen	32.53	33.8	99.89	32.53
wolf	17.48	38.8	99.92	17.48
wolfgang	0	48.94	99.84	0
wolfram	0	25.64	99.98	0
wolfsburg	0	64.25	99.95	0
wolken	0	27.4	99.91	0
world	23.86	47.94	99.95	23.86
wort	15.05	59.73	99.93	22.58
worte	0	32.75	99.95	0
worten	0	23.61	99.92	0
wozu	19.46	25.64	99.89	19.46
wulff	0	67.45	99.98	0
wunder	0	43.43	99.89	0
wunsch	0	28.95	99.9	0
wurst	19.46	25.64	99.89	19.46
wurzeln	0	28.95	99.93	0
wut	17.48	53.28	99.91	17.48
wächst	0	55.21	99.92	0
wählen	0	45.25	99.86	0
wähler	0	33.8	99.93	0
wählt	0	39.48	99.93	0
währung	0	40.73	99.96	0
währungsunion	0	61.33	99.98	0
wären	0	28.95	99.89	0
wörter	0	21.21	99.91	0
wörterbuch	0	0	99.98	0
wünsche	0	43.43	99.98	0
württemberg	0	58.55	99.95	0
wüste	0	35.69	99.89	0
york	0	48.28	99.91	0
yorker	0	38.09	99.98	0
zahl	0	43.43	99.87	0
zahlen	32.53	52.81	99.85	32.53
zahlt	21.13	61.33	99.9	26.99
zauber	0	14.47	99.89	0
zdf	0	36.54	99.91	0
zehntausende	0	38.09	99.92	0
zeichen	0	37.34	99.86	0
zeigen	26.04	41.32	99.92	34.05
zeigt	30.11	46.47	99.96	31.98
zeitalter	0	32.75	99.93	0
zeiten	0	44.38	99.93	0
zeitgeist	0	25.64	99.89	0
zeitgenosse	0	0	99.99	0
zeitgeschichte	22.58	30.34	99.95	22.58
zeitlese	0	0	99.91	0
zeitliches	0	0	99.92	0
zeitlupe	0	14.47	99.99	0
zeitmagazin	0	25.64	99.98	0
zeitmosaik	0	0	99.89	0
zeitraffer	0	9.13	99.9	0
zeitschreibung	0	21.21	99.96	0
zeitschrift	0	9.13	99.92	0
zeitspiegel	0	0	99.9	0
zeitung	0	25.64	99.95	0
zeitungen	0	9.13	99.95	0
zelle	0	46.47	99.89	0
zensur	0	46.85	99.89	0
zentrale	25.01	31.6	99.92	25.01
zentrum	0	31.6	99.95	0
zerstört	0	30.34	99.95	0
zeuge	0	23.61	99.91	0
zeugen	0	27.4	99.9	0
ziehen	26.99	40.12	99.93	30.11
zieht	30.11	49.57	99.9	36.19
ziel	0	60.29	99.89	0
ziele	0	34.78	99.93	0
zimmer	0	25.64	99.89	0
zinsen	0	60.29	99.92	0
zirkus	0	18.27	99.89	0
zitat	0	48.61	99.89	0
zittern	22.58	23.61	99.93	22.58
zone	0	79.64	99.95	0
zorn	11.93	31.6	99.92	11.93
zuender	0	18.27	100	0
zufall	0	42.42	99.95	0
